ID,第1階層,第2階層,第3階層,第4階層,第5階層,第6階層,第7階層,第8階層,第9階層,第10階層,作業名,よみ,|表記|,英名,多義的概念,組合せで作業,目的(ja),目的(en),行為(ja),行為(en),対象(ja),対象(en),副対象(ja),副対象(en),場所(ja),場所(en),手段(ja),手段(en),機資材(ja),機資材(en),生産対象(ja),生産対象(en),時期(ja),時期(en),作業条件(ja),作業条件(en),agrovoc,naropedia,wikipedia
A508,農作業,基本農作業,畜産物生産作業,家畜飼養管理作業,家畜健康維持作業,毛刈り,,,,,毛刈り,けがり,,Clipping,,,家畜健康維持,maintainig livestock health,切る,cut,毛,hair,,,,,,,,,畜産物,stock farm production,,,,,,,
A509,農作業,基本農作業,畜産物生産作業,家畜飼養管理作業,家畜健康維持作業,家畜運動補助作業,,,,,家畜運動補助作業,かちくうんどうほじょさぎょう,,Process for moving the livestock,,,家畜運動補助,moving the livestock,,,,,,,,,,,,,畜産物,stock farm production,,,,,,,
A510,農作業,基本農作業,畜産物生産作業,家畜飼養管理作業,家畜健康維持作業,家畜運動補助作業,牛追い,,,,牛追い,うしおい,,Chasing cattle,,,家畜運動補助,moving the livestock,追う,chase,牛,cattle,,,,,,,,,畜産物,stock farm production,,,,,,,
A511,農作業,基本農作業,畜産物生産作業,家畜飼養管理作業,家畜健康維持作業,家畜運動補助作業,牛引き,,,,牛引き,うしひき,,Pulling cattle,,,家畜運動補助,moving the livestock,引く,pull,牛,cattle,,,,,,,,,畜産物,stock farm production,,,,,,,
A512,農作業,基本農作業,畜産物生産作業,畜産物収獲調製作業,,,,,,,畜産物収獲調製作業,ちくさんぶつしゅうかくちょうせいさぎょう,,Practice for processing livestock products,,,畜産物収穫調製,harvesting and processing livestock products,,,,,,,,,,,,,畜産物,stock farm production,,,,,,,
A513,農作業,基本農作業,畜産物生産作業,畜産物収獲調製作業,畜産物収穫作業,,,,,,畜産物収穫作業,ちくさんぶつしゅうかくさぎょう,,Practice for harvesting livestock products,,,畜産物収獲,harvesting livestock products,,,,,,,,,,,,,畜産物,stock farm production,,,,,,,
A514,農作業,基本農作業,畜産物生産作業,畜産物収獲調製作業,畜産物収穫作業,搾乳準備作業,,,,,搾乳準備作業,さくにゅうじゅんびさぎょう,,Work in preparation for milking,,,搾乳準備,preparation for milking,,,,,,,,,,,,,牛乳,cow milk,,,搾乳前,,,,
A515,農作業,基本農作業,畜産物生産作業,畜産物収獲調製作業,畜産物収穫作業,搾乳準備作業,前搾り,,,,前搾り,まえしぼり,,Foremilking,,,搾乳準備,preparation for milking,搾る,milk,乳房,udder,,,,,,,,,牛乳,cow milk,,,搾乳前,,,,
A516,農作業,基本農作業,畜産物生産作業,畜産物収獲調製作業,畜産物収穫作業,搾乳準備作業,乳房洗浄,,,,乳房洗浄,にゅうぼうせんじょう,,Udder washes,,,搾乳準備,preparation for milking,洗う,wash,乳房,udder,,,,,,,,,牛乳,cow milk,,,搾乳前,,,,
A517,農作業,基本農作業,畜産物生産作業,畜産物収獲調製作業,畜産物収穫作業,搾乳準備作業,乳房清拭,,,,乳房清拭,にゅうぼうせいしき,,Cleaning the breast of milk cow,,,搾乳準備,preparation for milking,清潔にする,clean,乳房,udder,,,,,,,,,牛乳,cow milk,,,搾乳前,,,,
A518,農作業,基本農作業,畜産物生産作業,畜産物収獲調製作業,畜産物収穫作業,搾乳準備作業,搾乳器具取り付け,,,,搾乳器具取り付け,さくにゅうきぐとりつけ,,Fitting the teat cup,,,搾乳準備,preparation for milking,取り付ける,install,搾乳器具,milking equipment,,,,,,,,,牛乳,cow milk,,,,,,,
A519,農作業,基本農作業,畜産物生産作業,畜産物収獲調製作業,畜産物収穫作業,搾乳,,,,,搾乳,さくにゅう,,Milking,,,畜産物収獲,harvesting livestock products,搾る,milk,生乳,raw milk,,,,,,,,,牛乳,cow milk,,,,,,,
A520,農作業,基本農作業,畜産物生産作業,畜産物収獲調製作業,畜産物収穫作業,搾乳後作業,,,,,搾乳後作業,さくにゅうごさぎょう,,Practice after milking,,,畜産物収獲,harvesting livestock products,,,,,,,,,,,,,牛乳,cow milk,,,搾乳後,,,,
A521,農作業,基本農作業,畜産物生産作業,畜産物収獲調製作業,畜産物収穫作業,搾乳後作業,搾乳器具取り外し,,,,搾乳器具取り外し,さくにゅうきぐとりはずし,,Removing the milking machines,,,畜産物収獲,harvesting livestock products,取り外す,detach,搾乳器具,milking equipment,,,,,,,,,牛乳,cow milk,,,搾乳後,,,,
A522,農作業,基本農作業,畜産物生産作業,畜産物収獲調製作業,畜産物収穫作業,搾乳後作業,乳房消毒,,,,乳房消毒,にゅうぼうしょうどく,,Sterilizing the breast of milk cow,,,畜産物収獲,harvesting livestock products,消毒する,disinfect,乳房,udder,,,,,,,,,牛乳,cow milk,,,搾乳後,,,,
A523,農作業,基本農作業,畜産物生産作業,畜産物収獲調製作業,生乳調製作業,,,,,,生乳調製作業,せいにゅうちょうせいさぎょう,,Practice for processing row milk,,,生乳調製,processing row milk,,,,,,,,,,,,,牛乳,cow milk,,,,,,,
A524,農作業,基本農作業,畜産物生産作業,畜産物収獲調製作業,生乳調製作業,生乳濾過,,,,,生乳濾過,せいにゅうろか,,Filtering raw milk,,,生乳調製,processing row milk,濾過する,filtrate,生乳,raw milk,,,,,,,,,牛乳,cow milk,,,,,,,
A525,農作業,基本農作業,畜産物生産作業,畜産物収獲調製作業,生乳調製作業,生乳冷却,,,,,生乳冷却,せいにゅうれいきゃく,,Cooling raw milk,,,生乳調製,processing row milk,冷却する,cool,生乳,raw milk,,,,,,,,,牛乳,cow milk,,,,,,,
A134,農作業,基本農作業,農産物生産環境制御作業,,,,,,,,農産物生産環境制御作業,のうさんぶつせいさんかんきょうせいぎょさぎょう,,Works of environmental control for agricultural production,,,農産物生産環境制御,environmental control for agricultural production,,,,,,,,,,,,,,,,,,,,,
A135,農作業,基本農作業,農産物生産環境制御作業,土壌制御作業,,,,,,,土壌制御作業,どじょうせいぎょさぎょう,|土づくり;つちづくり|土作り;つちづくり|,Practice for soil control,,,土壌制御,soil control,,,,,,,,,,,,,,,,,,,,,
A136,農作業,基本農作業,農産物生産環境制御作業,土壌制御作業,耕土制御作業,,,,,,耕土制御作業,こうどせいぎょさぎょう,,Regulation of cultivated soil,,,耕土制御,regulation of cultivated soil,,,耕土,cultivated soil,,,,,,,,,,,,,移植前,,,,
A137,農作業,基本農作業,農産物生産環境制御作業,土壌制御作業,耕土制御作業,耕起,,,,,耕起,こうき,,Plowing,,,耕土制御,regulation of cultivated soil,掘り起こす|反転する,,耕土,cultivated soil,,,,,,,,,,,,,,,c_6021,,耕起
A138,農作業,基本農作業,農産物生産環境制御作業,土壌制御作業,耕土制御作業,耕起,プラウ耕,,,,プラウ耕,ぷらうこう,|反転耕;はんてんこう|,Plowing by plough,,,耕土制御,regulation of cultivated soil,掘り起こす|反転する,,耕土,cultivated soil,,,,,,,プラウ,plough,,,,,,,,,
A139,農作業,基本農作業,農産物生産環境制御作業,土壌制御作業,耕土制御作業,耕起,秋耕,,,,秋耕,しゅうこう,|秋起し;あきおこし|秋起こし;あきおこし|秋掘り;あきぼり|秋起;あきおこし|,Autumn plowing,,,耕土制御,regulation of cultivated soil,掘り起こす|反転する,,耕土,cultivated soil,,,,,,,,,,,秋,autum,,,,http://lib.ruralnet.or.jp/nrpd/#box_search=%E7%A7%8B%E8%80%95&kensuu=10&sort=0&logic=1&page=0&bunya=&koumoku=12316&db=&uid=0,
A140,農作業,基本農作業,農産物生産環境制御作業,土壌制御作業,耕土制御作業,耕起,春耕,,,,春耕,しゅんこう,|春掘;はるほり|春起こし;はるおこし|春起;はるおこし|,Spring plowing,,,耕土制御,regulation of cultivated soil,掘り起こす|反転する,,耕土,cultivated soil,,,,,,,,,,,春,spring,,,,http://lib.ruralnet.or.jp/nrpd/#box_search=%E6%98%A5%E8%80%95&kensuu=10&sort=0&logic=1&page=0&bunya=&koumoku=12432&db=&uid=0,
A141,農作業,基本農作業,農産物生産環境制御作業,土壌制御作業,耕土制御作業,耕起,耕耘,,,,耕耘,こううん,|耕うん;こううん|耕運;こううん|,Tilling,砕土,,耕土制御,regulation of cultivated soil,掘り起こす|反転する,,耕土,cultivated soil,,,,,攪拌,churn,,,,,,,,,c_7771,http://lib.ruralnet.or.jp/nrpd/#box_search=%E8%80%95%E8%80%98&kensuu=10&sort=0&logic=1&page=0&bunya=&koumoku=11626&db=&uid=0,
A142,農作業,基本農作業,農産物生産環境制御作業,土壌制御作業,耕土制御作業,耕起,耕耘,ロータリー耕,,,ロータリー耕,ろーたりーこう,|ロータリー耕耘;ろーたりーこううん|かくはん耕;かくはんこう|ロータリー;ろーたりー|ロータリ耕;ろーたりこう|,Rotary tilling,,,耕土制御,regulation of cultivated soil,掘り起こす|反転する,,耕土,cultivated soil,,,,,攪拌,churn,ロータリー耕耘機,rotary tiller,,,,,,,c_24233,,
A143,農作業,基本農作業,農産物生産環境制御作業,土壌制御作業,耕土制御作業,耕起,荒起こし,,,,荒起こし,あらおこし,|粗起こし;あらおこし|荒起し;あらおこし|粗起し;あらおこし|,Coarse plowing,,,耕土制御,regulation of cultivated soil,掘り起こす|反転する,,耕土,cultivated soil,,,,,,,,,,,,,粗い,,,,
A144,農作業,基本農作業,農産物生産環境制御作業,土壌制御作業,耕土制御作業,耕起,心土破砕,,,,心土破砕,しんどはさい,,Subsoil breaking,排水作業,,耕土制御,regulation of cultivated soil,破砕する,break,心土,subsoil,,,畑,upland field,,,,,,,,,,,c_15593,http://lib.ruralnet.or.jp/nrpd/#box_search=%E5%BF%83%E5%9C%9F%E7%A0%B4%E7%A0%95&kensuu=10&sort=0&logic=1&page=0&bunya=&koumoku=12652&db=&uid=0,
A145,農作業,基本農作業,農産物生産環境制御作業,土壌制御作業,耕土制御作業,整地,,,,,整地,せいち,,Ground making,,,耕土制御,regulation of cultivated soil,整える,make,耕土,cultivated soil,,,,,,,,,,,,,,,,,
A146,農作業,基本農作業,農産物生産環境制御作業,土壌制御作業,耕土制御作業,整地,砕土,,,,砕土,さいど,,Pulverization,,,耕土制御,regulation of cultivated soil,砕く,crush,土塊,clod,,,,,,,,,,,,,,,,http://lib.ruralnet.or.jp/nrpd/#box_search=%E7%A0%95%E5%9C%9F&kensuu=10&sort=0&logic=1&page=0&bunya=&koumoku=11933&db=&uid=0,
A147,農作業,基本農作業,農産物生産環境制御作業,土壌制御作業,耕土制御作業,整地,砕土,ハロー作業,,,ハロー作業,はろーさぎょう,|ハロー;はろー|,Pulverization by harrow,,,耕土制御,regulation of cultivated soil,砕く,crush,土塊,clod,,,,,,,ハロー,harrow,,,,,,,c_3498,,
A148,農作業,基本農作業,農産物生産環境制御作業,土壌制御作業,耕土制御作業,整地,砕土,代かき,,,代かき,しろかき,|代掻き;しろかき|,Puddling,均平化|保水,,耕土制御,regulation of cultivated soil,砕く,crush,土塊,clod,,,水田,paddy field,,,,,イネ,rice|rice plant,,,入水後,,,http://lib.ruralnet.or.jp/nrpd/#box_search=%E4%BB%A3%E3%81%8B%E3%81%8D&kensuu=10&sort=0&logic=1&page=0&bunya=&koumoku=12605&db=&uid=0,代かき
A149,農作業,基本農作業,農産物生産環境制御作業,土壌制御作業,耕土制御作業,整地,砕土,代かき,荒代,,荒代,あらしろ,|荒代かき;あらしろかき|カジリ;かじり|荒代掻き; あらしろかき|荒しろ;あらしろ|粗代;あらしろ|,Coarse pudding,,,耕土制御,regulation of cultivated soil,砕く,crush,土塊,clod,,,水田,paddy field,,,,,イネ,rice|rice plant,,,入水後|粗い,,,,
A150,農作業,基本農作業,農産物生産環境制御作業,土壌制御作業,耕土制御作業,整地,均平,,,,均平,きんぺい,,Land leveling,,,耕土制御,regulation of cultivated soil,平らにする,level,耕土,cultivated soil,,,,,,,,,,,,,,,,,
A151,農作業,基本農作業,農産物生産環境制御作業,土壌制御作業,耕土制御作業,整地,鎮圧,,,,鎮圧,ちんあつ,,Compaction,,,耕土制御,regulation of cultivated soil,押しつぶす,compact,土塊,clod,,,畑,upland field,,,,,,,,,,,,,
A152,農作業,基本農作業,農産物生産環境制御作業,土壌制御作業,耕土制御作業,表層土制御作業,,,,,表層土制御作業,ひょうそうどせいぎょさぎょう,,Treatment for soil surface arrangement,,,耕土制御,regulation of cultivated soil,,,表層土,surface soil,,,,,,,,,,,,,,,,,
A153,農作業,基本農作業,農産物生産環境制御作業,土壌制御作業,耕土制御作業,表層土制御作業,畝立て,,,,畝立て,うねたて,|畝切り;うねきり|作畦;さっけい|畦作り;うねづくり|作立て;さくたて|畦立て;うねたて|畦たて;うねたて|畝たて;うねたて|,Ridge making,,,耕土制御,regulation of cultivated soil,作る,make,畝,ridge,,,畑,upland field,,,,,,,,,,,,,
A154,農作業,基本農作業,農産物生産環境制御作業,土壌制御作業,耕土制御作業,表層土制御作業,客土,,,,客土,きゃくど,|客土;かくど|,Soil dressing,,,耕土制御,regulation of cultivated soil,搬入する,carry,耕土,cultivated soil,,,畑,upland field,,,,,,,,,,,,http://lib.ruralnet.or.jp/nrpd/#box_search=%E5%AE%A2%E5%9C%9F&kensuu=10&sort=0&logic=1&page=0&bunya=&koumoku=11248&db=&uid=0,客土
A155,農作業,基本農作業,農産物生産環境制御作業,土壌制御作業,耕土制御作業,表層土制御作業,苗床作成,,,,苗床作成,なえどこさくせい,|育苗床作成;なえどこさくせい|苗代作り;なわしろつくり|,Making the nursery bed,,育苗,耕土制御,regulation of cultivated soil,作る,make,苗床,nursery bed,,,,,,,,,,,,,,,,,
A156,農作業,基本農作業,農産物生産環境制御作業,土壌制御作業,耕土制御作業,表層土制御作業,中耕,,,,中耕,ちゅうこう,,Intervillage,物理的雑草抑制作業,,耕土制御,regulation of cultivated soil,耕す,till,耕土,cultivated soil,,,畑,upland field,,,,,,,,,移植後,,,http://lib.ruralnet.or.jp/nrpd/#box_search=%E4%B8%AD%E8%80%95&kensuu=10&sort=0&logic=1&page=0&bunya=&koumoku=13400&db=&uid=0,
A157,農作業,基本農作業,農産物生産環境制御作業,土壌制御作業,耕土制御作業,表層土制御作業,土寄せ,,,,土寄せ,つちよせ,|培土;ばいど|土入れ;つちいれ|,Earthing up,物理的雑草抑制作業,,耕土制御,regulation of cultivated soil,盛る,hill,耕土,cultivated soil,株元|畝間,,,,,,,,,,,,移植後,,c_3616,http://lib.ruralnet.or.jp/nrpd/#box_search=%E5%9F%B9%E5%9C%9F&kensuu=10&sort=0&logic=1&page=0&bunya=&koumoku=13507&db=&uid=0,
A158,農作業,基本農作業,農産物生産環境制御作業,土壌制御作業,耕土制御作業,表層土制御作業,畦畔修繕,,,,畦畔修繕,けいはんしゅうぜん,|畦畔補修;けいはんほしゅう|,Levee repair,,,耕土制御,regulation of cultivated soil,修繕する,repair,畦畔,levee,,,,,,,,,,,,,,,,,
A159,農作業,基本農作業,農産物生産環境制御作業,土壌制御作業,耕土制御作業,表層土制御作業,畦畔修繕,畔塗り,,,畔塗り,あぜぬり,|くろ作り;くろつくり|畔塗;あぜぬり|畦塗り;あぜぬり|畦ぬり;あぜぬり|畦塗;あぜぬり|,Levee coating,,,耕土制御,regulation of cultivated soil,塗る,plaster,耕土,cultivated soil,畦,ridge,,,,,,,イネ,rice|rice plant,,,,,,,
